song,artist,lyrics
big rich town, 50 cent, they say this is a big rich town i just come from the poorest part bright lights city life i gotta make it this is where it goes down i just happen to come up hard legal or illegal baby i gotta make it  i never took a straight path nowhere life's full of twist and turns bumps and bruises i live i learn i'm from that city full of yellow cabs and skyscrapers it's hard to get a start in these parts without paper homie i grew up in hell a block away from heaven that corner every 15 minutes it move a seven pure snow bag it then watch it go occupational options get some blow or some hoes shoot the bowl or the strap learn to rap or to jack fuck it man in the mean time go ahead and pump a pack this my regal royal flow my james bond bounce that 007 that 62 on my count i'm a undercover liar i lie under the covers look a bitch in the eyes and tell her ''baby i love it'' you're my inspiration you're my motivation you're the reason that i'm moving it with no hesitation  they say this is a big rich town i just come from the poorest part bright lights city life i gotta make it this is where it goes down i just happen to come up hard legal or illegal baby i gotta make it  i gotta hustle through the hustle and bust while i make a move manuever around the rats and wolves i'm from the school of hard knocks shots pop bodies drop graveyard pick a block cause niggas want your spots i'm trying to stack shit then i go legit hollow tip stuff 'em in a clip case niggas trip my cocaine endeavours give me corporate ties i'm supposed to lose watch me win against the odds all i got is my word balls and my instinct i'm trying to make it we already made it my friends think we already on top i got a bigger plan no more controlled substances or hand to hand white collar visions game changing mission big risks big wins equal bigger living perfect position watch me transition from caterpillar to butterfly in the sky  they say this is a big rich town i just come from the poorest part bright lights city life i gotta make it this is where it goes down i just happen to come up hard legal or illegal baby i gotta make it
back down, 50 cent, it's easy to see when you look at me if you look closely 50 don't back down everywhere i go both coasts with toast eastside westside i hold that mack down every little nigga you see around me hold a gun big enough to fucking hold shaq down next time you in the hood and see an o.g you ask about me the young boy don't back down  any living thing that cannot co-exist with the kid must cease existing little nigga now listen your mami your papi that bitch you chasin' your little dirty ass kids i'll fucking erase them your success is not enough you wanna be hard knowing that you get knocked you get fucked in the yard you's a pop tart sweetheart you soft in the middle i eat ya for breakfast the watch was an exchange for your necklace and your boss is a bitch if he could he would sell his soul for cheap trade his life to be suge you can buy cars but you can't buy respect in the hood maybe i'm so disrespectful cause to me you're a mystery i know niggas from ya hood you have no history never poked nothing never popped nothing nigga stop fronting jay put you on x made you hot now you run around like you some big shot ha ha pussy  it's easy to see when you look at me if you look closely 50 don't back down everywhere i go both coasts with toast eastside westside i hold that mack down every little nigga you see around me hold a gun big enough to fucking hold shaq down next time you in the hood and see an o.g you ask about me the young boy don't back down  the rap game is all fucked up now what are we gonna do now? how we gonna eat man? 50 back around that's ja's little punk ass thinking out loud southside 'til i die that's just how i get down i'm back in the game shawty to rule and conquer you sing for hoes and sound like the cookie monster i'm the hardest from new york my flow is bonkers all the other hard niggas they come from yonkers it's been years and you had the same niggas in the background you never gonna sell mitsubishi tah crack child them niggas dead they just suck they no good i ain't never heard a nigga say they like them in the hood i'm back better than ever on top of my game even them country boys saying 50 we feeling you mane now you stay the fuck outta my zone outta my throne i'm new york city's own bad guy  it's easy to see when you look at me if you look closely 50 don't back down everywhere i go both coasts with toast eastside westside i hold that mack down every little nigga you see around me hold a gun big enough to fucking hold shaq down next time you in the hood and see an o.g you ask about me the young boy don't back down  i ain’t gonna' tell nobody you pussy i ain’t gonna' tell nobody you getting extorted i've been patiently waiting to blow ladies and gentlemen welcome to the 50 cent show this is my life my pain my knife my gun now that i'm back you can't sleep i'm a nightmare huh? you hired cops to hold you down cause you fear for your life but you heard about them guns i done bought right? i ain't going nowhere i done told you nigga i'm a g-unit motherfucking soldier nigga (they not gon' like you) i know i know  oh no he didn't say anything about ja okay? ja is my boo okay? jeffrey atkins ain't never hurt nobody and y'all know big thangs come in small packages holla now everythang was cool until 50 cent came back into the picture they better not put their hands on jeffrey okay first of all they don't know that i am a 12 degree pink belt okay i will dice his ass up like a little piece of celery okay cause see they don't know me delicious do they know me? okay i though so cause you know that i know karate and i will see him and i will jet li his ass hitaaaah!
no romeo no juliet, 50 cent, ayo quit captain savin' serenadin' them hoes she no juliet for no romeo with no dough she report to pimpin' now back to trickin' she report to pimpin' nigga back to trickin'  hey ho get back to twerkin' back to workin' (yeah) get back to strippin' they back to tippin' (woo!) them stacks is fallin' they back to ballin' (come on) them bottles is poppin' bitch the mall is callin' us quit fuckin' around not playin' around bitch shit is for real (for real) quick makin' a stack bag make us a mill i mean get us a deal (come on) bitch fix us a meal tell me how does it feel? on the social network when they say a nigga really ain't got no chill  he think he fuckin' my bitch nigga that bitch for rent he know how to treat a ho i mean all that money spent she says you a sweetheart a sweetheart things tend to go a little different 'round here we pimpin' nigga  quit captain savin' serenadin' them hoes she no juliet for no romeo with no dough she report to pimpin' now back to trickin' she report to pimpin' nigga back to trickin' (ayo) quit captain savin' serenadin' them hoes (oh) she no juliet for no romeo with no dough (ooh ooh) she report to pimpin' now back to trickin' (yeah) she report to pimpin' nigga back to trickin' we pimpin' nigga  p.i.m.p. who the shotta them? i'm the girl dem sugar watch them follow him have the homies come through 400 that be the block (fruits) tag yo' shit we goin' up on the instagram higher than a ceilin' fan i'm whippin' bricks in the kitchen i'm flyin' shit out the window like i was peter pan i handle my own shit i own shit alone shit middle finger to the middle man anybody that can get it when they want it finger fuckin' bitches she gon tell me when she cummin' 50 in this bitch and i ain't askin' him for nothin' that's my og if a nigga trippin' get to bustin' mo' money mean mo' problems if your nigga got the money we gon' rob him boy i'm simply a p.i.m.p and i'ma let it go 'til the clip go empty (wow!)  he think he fuckin' my bitch nigga that bitch for rent he know how to treat a ho i mean all that money spent she says you a sweetheart a sweetheart things tend to go a little different 'round here we pimpin' nigga  i'm gettin' big money starting to get hard to keep a nigga from hatin' (yeah) i’m with a white bitch nigga google this shit we interracial datin' (haha) this is a new wave i'm a new wraith a nigga sit on suede (come on) like i'm special ed but i ain't special ed bitch i got it made (ow!) we here to make the paper hope you niggas on the same page (yeah) you know boy in the hood'll have you runnin' like ricky from the 12 gauge you know my bottom bitch i done told her how to break a nigga 12 ways a few tricks a day that there keep the bill collectors away you hear my name on the street circulatin' you heard i'm cakin' (mmm) these niggas try to compete perpetratin' what's percolatin'? (yeah) i got game for days ask around they tell you i put it down so a ho feel like i'm right next to her when a nigga way up town  he think he fuckin' my bitch nigga that bitch for rent he know how to treat a ho i mean all that money spent she says you a sweetheart a sweetheart things tend to go a little different 'round here we pimpin' nigga  quit captain savin' serenadin' them hoes she no juliet for no romeo with no dough she report to pimpin' now back to trickin' she report to pimpin' nigga back to trickin' (ayo) quit captain savin' serenadin' them hoes (oh) she no juliet for no romeo with no dough (ooh ooh) she report to pimpin' now back to trickin' (yeah) she report to pimpin' nigga back to trickin' we pimpin' nigga
what up gangsta, 50 cent, g-unit (bo!) we in here (bo!) we can get the drama popping we don't care (bo! bo! bo!) it's going down (bo!) 'cause i'm around (bo!) 50 cent you know how i gets down down  what up blood? (what) what up cuz? (what) what up blood? (what) what up gangsta? what up blood? (what) what up cuz? (what) what up blood? (what) what up gangsta?  they say i walk around like i got an s on my chest nah that's a semi-auto in a vest on my chest i try not to say nothing the da might want to play in court but i'll hunt a duck nigga down like it's a sport front on me i'll cut you gun-butt you or buck you you getting money i can't get none with ya then fuck ya i'm not the type to get knocked for d.w.i i'm the type that'll kill your connect when the coke price rise gangstas they bump my shit them they know me i grew up around some niggas that's not my homies hundred g's i stash it (what) the mac i blast it (yeah) d's come we dump the diesel in battery acid this flow's been mastered the ice i flash it jux me i'll have your mama picking out your casket bastard i'm on the next level breitling baguette bezel benz pedal to the metal hotter than a tea kettle blood  (what) what up cuz? (what) what up blood? (what) what up gangsta? what up blood? (what) what up cuz? (what) what up blood? (what) what up gangsta?  we don't play that we don't play that we don't play that (g-unit) we don't play around  i sit back twist the best bud burn and wonder when gangstas bump my shit can they hear my hunger? when the fifth kick duck quick it sounds like thunder in december i'll make your block feel like summer the rap critics say i can rhyme the fiends say my dope is a nine every chick i fuck with is a dime i'm like patti labelle homie i'm on my own where i lay my hat's my home i'm a rolling stone cross my path i'll crush ya thinking i won't touch ya i'll have your ass using a wheelchair cane or crutches industry hoes fuck us in the hood they love us stomp a bone out your ass with some brand new chukkas  what up blood? (what) what up cuz? (what) what up blood? (what) what up gangsta? what up blood? (what) what up cuz? (what) what up blood? (what) what up gangsta?  we don't play that we don't play that we don't play that (g-unit) we don't play around we don't play that we don't play that we don't play that (g-unit) we don't play around we don't play that we don't play that we don't play that (g-unit) we don't play around we don't play that we don't play that we don't play that (g-unit) we don't play around
don't push me, 50 cent, i need you to pray for me and i need you to care for me and i need you to want me to win i need to know where i'm heading cause i know where i've been the flow is bone crushing it's nothing i come up with something come through your strip fronting stunting it's something you want 745 chrome spinners haters hate that i'm winning man i've been hot from the beginning motherfuckers envy the kid control your jealousy cause i can't control my temper i'm finna catch a felony pistol in hand homie i'm down to get it popping once i squeeze the first shot you know i ain't stopping 'till my clip is empty i'm simply not that nigga you should try your luck with or fuck with hollow-tip shells struck you with your bones broken guns smoking still locing what nigga lay your ass down paramedics get you up feeling  right now i'm on the edge so don't push me i aim straight for your head so don't push me fill your ass up with lead so don't push me i got something for your ass keep thinking i'm pussy  i done lost my bigger nigga and i didn't cry too young to understand the consequences of a man living a lie i gotta get that money i'll be damned if i'm bummy gotta watch my back around these niggas cause they funny 20 years of watching my mama's tears got me heated heavily weeded smoking that bong cause i need it these niggas don't want me balling they want me buried bogged in the dirt from shots flurried laying with bugs under my shirt i got plans to hop up in that hummer cause i'm a stunner i sit back and wonder when them angels gonna call my number under my chest is a heart of a lion i ain't lying bounty hunters got me flying with my iron high as a giant i'm running from nothing my stomach is touching what i'm clutching to give you more than a concussion end of discussion my blood is colder so i'm bolder hennessy and soda hood on my shoulder look in the mirror i see a soldier  right now i'm on the edge so don't push me i aim straight for your head so don't push me fill your ass up with lead so don't push me i got something for your ass keep thinking i'm pussy  these are my ideas this is my sweat and tears this is shit that i saw with my eyeballs my ears this is me who's gotta be what you see on tv what you hear on cd what appears easy man these teenie boppers see me on these magazine covers in these beanies and these rags living fantasies fronting like it's all fun and games 'til the shoot 'em up bang and you see your brains hang and you see we ain't playing ain't saying we ain't laying down at night and ain't praying i bullied my way in this game man i'm done playing man i'm done saying that i'm done playing i'mma start laying into these motherfucking cocksuckers there's no way i'ma back down like a god damn coward i can't how would i look as a man bowing to his knees? like the mad cow disease let somebody lash out at me and not lash back out at 'em please oh whoa yo ho hold up oh no not me not marshall you wanna see marshall? i'll show you martial i try to show you art but you just pick it apart so i see i have to start showing you fucking old farts a whole other side i wanted to not show you so you know you're not dealing with some fucking marshmallow little soft yellow punk pussy whose heart's jell-o 'cause  right now i'm on the edge so don't push me i aim straight for your head so don't push me fill your ass up with lead so don't push me i got something for your ass keep thinking i'm pussy  shady aftermath nigga g-unit rap juggernauts of this shit we taking over
your life's on the line, 50 cent, nobody likes me nobody likes me but that's okay 'cause i don't like y'all anyway man i don't like y'all anyway fuck all y'all! i let my watch talk for me my whip talk for me my gat talk for me bow! what up homie? them bitches who don't know me they wanna blow me 'cause the shit i floss with be saying a lot for me  i came in the rap humble i don't give a fuck now i'll serve anybody like niggas who hustle uptown (uh-huh uh-huh) coke price go up capsules come down the ds run in my crib i'm nowhere to be found niggas who hustle for me they don't even stash tracs they keep it on 'em right there in they ass crack (yeah!) when i don't like a nigga i don't pretend to i'll have the paramedics wrapping your fucking head like a hindu look i ain't going nowhere so get used to me og's look at me and see i'm what they used to be i'm that nigga that sold coke the nigga that sold dope the nigga that shot dice went broke and sold soap the thug that pop shit the thug that pop clips the thug that went from three and a half to a whole brick nigga ain't in his right mind going against me my pictures painted through words i make a blind man see (woo!)  scream murda i don't believe you murda fuck around and leave you murda i don't believe you murda murda your life's on the line  y'all niggas don't want no part of me you tryna figure out how y'all started me you gon' make me catch you on a late night pop shots with the fifth and slide off in the six  i'm not a marksman while sparking so i spray random not a pretty nigga but my moms think i'm handsome i hate to hear he say she say shit unless he say she said she on my dick it's no coincidence niggas who fuck with me get shot up (blat!) do it cali style drive by and tear ya block up you soft duke you putting up a crazy front i stay with the mac cause niggas tried to blaze me once in the hood they like damn 50 really spit it on 'em you heard that shit? yeah 50 really shitted on 'em beef you don't want none so don't start none you're just a small player in this game play your part son  scream murda i don't believe you murda fuck around and leave you murda i don't believe you murda murda your life's on the line  these cats always escape reality when they rhyme (uh-huh uh-huh) that's why they write about bricks and only dealt with dimes (yeah!) leave it to them and they say they got a fast car nascar truck with a crash bar and tvs in the dash paw see 'em in the five with stock rims i just laugh pa (hahaha) i catch stunts when i ain't trying i ain't lying i sip dom p til i spit up keep my wrist lit up get outta line i get you hit up (woo!) now if you say my name in your rhyme you better watch what you say you get carried away you can get shot and carried away now here's a list of mcs that can kill you in eight bars 50 um... jay-z and nas i'ma say this shit now and never again we ain't buddies we ain't partners and we damn sure ain't friends the games you playing you get killed like that acting like you all hard you ain't built like that see me when you see me nigga! what!  scream murder i don't believe you murda fuck around and leave you murda i don't believe you murda murda your life's on the line  y'all niggas don't want no parts of me you tryna figure out how y'all started me you gon' make me catch you on a late night pop shots with the fifth and slide off in the six
high all the time, 50 cent, hey you wanna hit this shit? it's that green tongue cali bud  i don't need dom perignon i don't need cris tanqueray and alize i don't need shit nigga i'm high all the time i smoke that good shit i stay high all the time man i'm on some hood shit give me some dro purple haze and some chocolate give me a dutch and a lighter i'll spark shit and stay high all the time i smoke that good shit i'm high all the time man i'm on some hood shit  every time i roll up niggas holla roll up! and i tell 'em hold up you ain't getting money you ain't smoking in my benzo 20 inch lorenzo's smoking on indo high as a motherfucker i be on them backstreets niggas know i clap heat only if you got beef man you better holla at me niggas get locked up stabbed up shot up every time i pop up a lot going on in my hood i shoot the dice i holla get 'em girls daddy need new shoes daddy need pirellis to look mean on 22's stash box xbox laptop fax machine phone bulletproof this bitch and i'm gone 2003 suburban swerving too many sips of henny the d's sick they searched the whip and they can't find the semi's they was just harassing me cause they know who i was spent the night in central booking for smoking some bud  i don't need dom perignon i don't need cris tanqueray and alizé i don't need shit nigga i'm high all the time i smoke that good shit i stay high all the time man i'm on some hood shit give me some dro purple haze and some chocolate give me a dutch and a lighter i'll spark shit and stay high all the time i smoke that good shit i'm high all the time man i'm on some hood shit  now if you heard i done started some shit it ain't because i be high be high and if you heard i done let off a clip it ain't because i be high be high but i twist that lye lye lye lye  i get high as i wanna nigga go against me for sure you's a goner nigga i don't smoke to calm my nerves but i got beef finna crush my enemies like i crush the hashish if you love me tell me you love me don't stare at me man i'd hate to be in the pen for clapping one of my fans let me show you how to greet me when you meet me when you see me if you real my nigga you know how to holla g-unit! there's no competition it's just me 50 cent motherfucker i'm hot on these streets if david could go against goliath with a stone i can go at nas and jigga both for the throne  i don't need dom perignon i don't need cris tanqueray and alizé i don't need shit nigga i'm high all the time i smoke that good shit i stay high all the time man i'm on some hood shit give me some dro purple haze and some chocolate give me a dutch and a lighter i'll spark shit and stay high all the time i smoke that good shit i'm high all the time man i'm on some hood shit  now who you know besides me who write lines and squeeze nines and have hoes in the hood sniffing on white lines you don't want me to be your kid's role model i'll teach them how to buck them .380's and load up them hollows have shorty fresh off the stoop ready to shoot big blunt in his mouth deuce-deuce in his boot sit in the crib sipping guinness watching menace then oh lord have a young nigga bucking shit like he o-dog my team they depend on me when it's crunch time i eat a nigga food in broad day like it's lunchtime you feeling brave nigga? go ahead get gully see if i won't leave your brains leaking up out your skully i done made myself hot so ain't shit you can tell me now niggas calling me to feature man fuck your money i ain't hurting i'm aight nigga i'm doing good i ain't gotta write rhymes i got bricks in the hood  i don't need dom perignon i don't need cris tanqueray and alizé i don't need shit nigga i'm high all the time i smoke that good shit i stay high all the time man i'm on some hood shit give me some dro purple haze and some chocolate give me a dutch and a lighter i'll spark shit and stay high all the time i smoke that good shit i'm high all the time man i'm on some hood shit  g-unit are you ready? g-unit are you ready? g-unit are you ready? nigga ready or not here i come come come
how to rob, 50 cent, yo yo yo yo you know who this is boy the art of getting robbed this is how we do brooklyn-style boy you know what i'm saying? r.i.p b.i.g - nigga r.i.p p.a.c - r.i.p enough of that shit it's time to o.d one time  the bottom line is i'm a crook with a deal if my record don't sell i'mma rob and steal you better recognize nigga i'm straight from the street these industry niggas is starting to look like something to eat i'll snatch kim and tell puff ''you want to see her again? get your ass down to the nearest atm'' i have dreams of fucking an r&b bitch but i wake up early and bounce with all her shit when i apply pressure son it ain't even funny i'm about to stick bobby for some of that whitney money brian mcknight i can get that nigga anytime have keith sweating staring down the barrel on my nine since these harlem world niggas seem to all be fam i put the gun to cardan tell him tell your man mason betha haha come up off that watch now i mean right now the only excuse for being broke is being in jail an entertainer can't make bail he broke as hell i'd rob odb but that'd be a waste of time probably have to clap him run and toss the nine i'd follow fox in the drop for four blocks plotting to jux her for that rock kurupt copped what jigga just sold like four milli got something to live for don't want a nigga putting four through that bentley coupe door i'll manhandle case like dope get on the ground you ain't with mary no mo' where you getting chips from now? i been scheming on tone and poke since they found me steve know not to wear that platinum shit around me i'm a klepto nah for real son i'm sick i'm bout to stick slick rick for all that old school shit right now i'm bent and when i get like this i don't think about to make stevie j take off that tight ass mink i'll rob pun without a gun snatch his piece then run this nigga weigh 400 pounds how he gonna catch me son?  this ain't serious being broke can make you delirious so we rob and steal so our ones can be bigger 50 cent how it feel to rob an industry nigga? this ain't serious being broke can make you delirious so we rob and steal so our ones can be bigger 50 cent how it feel to rob an industry nigga?  i'll catch p and silkk the shocker right after the grammys and will smith and jada ass down in miami run up on timbaland and missy with the pound like you give me the cash; you put the hot dog down i figured it out niggas been robbing joe before that's why his ass don't wanna be a player no more my attitude while robbing j.d.? fuck you pay me! had da brat with em should've had his gat with him dmx wanna get down well you tell homie i'm on that treach shit i do my dirt all by my lonely i should rob clue man his shit did well i wanna stick tq but his shit ain't sell i hit the studios take niggas' jewels and leave catch rae ghost and rza for them funny ass rings tell sticky give me the cash before i empty three i'll beat your ass like that white boy on mtv canibus wanna battle while i'm sticking him up fuck the cab the coroners picking 'em up heavy tried to hide his shit hey nigga i saw you he said why you robbing me? i got nothing but love for ya caught juvenile for his cash money piece told him i want it all he said even my gold teeth? i caught blackstreet on a back street in a black jeep one at a time get out and take off your shine did you ever think that you would be this rich? did you ever think that you would have these hits? did you ever think that i'd flash the nine? and walk off with your shit like it's mine? i'mma keep sticking niggas until i'm living i'll rob boyz ii men like i'm michael bivins catch tyson for half that cash like robin givens i'm hungry for real i'm about to stick mister cee that nigga still eating off big's first lp i had busta and the whole flipmode on the floor he asked me if i had enough i told him gimme some more is you feeling this? then wait for the sequel i gotta get kirk franklin for robbing god's people  this ain't serious being broke can make you delirious so we rob and steal so our ones can be bigger 50 cent how it feel to rob an industry nigga? this ain't serious being broke can make you delirious so we rob and steal so our ones can be bigger 50 cent how it feel to rob an industry nigga?  for real yo you know what i'm saying? niggas got to get stuck up that's just how it goes down it don't matter if you an industry nigga or a regular nigga or a bitch it don't matter if you got it and i need it i want it you know what i'm saying? that's just how it go down 50 cent ain't fucking around trackmasters ain't fucking around crazy cat ain't fucking around the madd rapper ain't fucking around you know what i'm saying? so watch your backs watch your pocket book watch your pockets watch everybody on the train watch everybody on the bus cause we gonna get you whether you like it or not
i'll whip ya head boy, 50 cent, i'll whip your head boy you know i will i'll whip your head boy with the back of the steel i'll whip your head boy your cap could get peeled i'll whip your head boy your ass could get killed i'll whip your head boy you know i will i'll whip your head boy with the back of the steel i'll whip your head boy your cap could get peeled i'll whip your head boy your ass could get killed  2 niggas in the front 2 niggas in the back thats 4 niggas ridin' strapped in grandpa's cadillac the voice in my head say fuck all these niggas then i start thinkin' i should rob all these niggas man my homies then wan' do whatever i wan' do i say i wan' eat they say shit we wan' eat too let's ride around find a nigga stuntin' on front street with the shine's on niggas be lookin' like lunch meat i run up on a nigga pop one on the floor tell um come up off that shit 'fore we start poppin' some more fuck a ski mask man niggas know who i is i got a full clip and niggas know i get biz  i'll whip your head boy you know i will i'll whip your head boy with the back of the steel i'll whip your head boy your cap could get peeled i'll whip your head boy your ass could get killed i'll whip your head boy you know i will i'll whip your head boy with the back of the steel i'll whip your head boy your cap could get peeled i'll whip your head boy your ass could get killed  i'm up early in the mornin' tryna make a move we come in here with me shorty take your lil' on the school even though she cause the drama you love your baby momma i hit her with the llama to get this cake give us the coke the cash the combo to the safe but she don't know it damn ok we'll wait i play with your kid on the couch while your bitch on the phone put a gun to her head sayin' daddy come home you was rollin' poppin' bubbly didn't think it get ugly in the hood shit is lovely until it go bad now you can pray for a miracle and god might be hearin' you that the nine will jam right in my hand  i'll whip your head boy you know i will i'll whip your head boy with the back of the steel i'll whip your head boy your cap could get peeled i'll whip your head boy your ass could get killed i'll whip your head boy you know i will i'll whip your head boy with the back of the steel i'll whip your head boy your cap could get peeled i'll whip your head boy your ass could get killed  i got his homies screamin' buck you need to calm down niggas be gettin' killed everytime you come around we ran up in his crib made his momma kiss the ground she askin' god what my baby done did now? i'm takin' everything jewellery i want it all duct tape him up rip the phone cords out the wall fuck waitin' we gon' starve waitin' on tomorrow so ask satan if he got a car that i can borrow i'm impatient like a money hungry rap star i jack him for his chain and i can get a new jaguar the mack i have his brains all over the fuckin' sidewalk and i'mma be on cnn again it ain't my fault march nigga step right nigga left g-unit soldier i'm thuggin' till my death  i'll whip your head boy you know i will i'll whip your head boy with the back of the steel i'll whip your head boy your cap could get peeled i'll whip your head boy your ass could get killed i'll whip your head boy you know i will i'll whip your head boy with the back of the steel i'll whip your head boy your cap could get peeled i'll whip your head boy your ass could get killed  woo!!! from the midst of the dark barkin it's bill gates from the behind the bodega with two eights i mean with intentions of settin yo' ass straight i mean yo' ass leakin bleedin reachin for faith i mean you barely breathin with your soft survivin ass what happen to your hood vibe with your good ridin ass what happen to the gangsta that you see on tv (it was expected!!!) that's cause it was projected in 3d (come on!!!) and you don't wanna see me comin lettin that mac spit (bong!!!!) send a nigga to a semi back flip (bong!!!!) saratoga ave nigga act sick (bong!!!!) m.o.p. doin this rugged rap shit  i'll whip your head boy you know i will i'll whip your head boy with the back of the steel i'll whip your head boy your cap could get peeled i'll whip your head boy your ass could get killed i'll whip your head boy you know i will i'll whip your head boy with the back of the steel i'll whip your head boy your cap could get peeled i'll whip your head boy your ass could get killed
ayo technology, 50 cent, somethin' special unforgettable 50 cent cent justin 'tin timbaland 'land goddamn damn she she she want it i want to give it to her she know that it's right here for her i wanna see her break it down i'm ballin' throwing money around  she a working girl she work the pole she break it down she take it low she fine as hell she 'bout the dough she doing her thing out on the flo' her money money she make it make it look at the way she shake it shake it make you wanna touch it make you wanna taste it have you lusting for it going crazy face it now don't stop get it get it the way she shake it make you wanna hit it think she double jointed from the way she split it got your head fucked up from the way she did it she so much more than you used to she know just how to move to seduce you she gon' do the right thing and touch the right spot and dance in your lap till you ready to pop  she always ready when you want it she want it like a nympho the info i'll show you where to meet her on the late night 'til daylight the club jumping if you want a good time she gon' give you what you want (let me talk to you)  baby you're so new age you're like my new craze let's get together maybe we can start a new phase this smoke's got the club all hazy spotlights don't do you justice baby why don't you come over here? you got me saying ayo! i'm tired of using technology why don't you sit down on top of me? ayo! i'm tired of using technology i need you right in front of me ooh she wants it uh uh she wants it ooh she wants it so i gotta give it to her ooh she wants it uh uh she wants it ooh she wants it so i gotta give it to her  your hips your thighs they got me hypnotized let me tell you your hips your thighs they got me hypnotized let me tell you your hips your thighs they got me hypnotized let me tell you your hips your thighs they got me hypnotized let me tell you girl  got a thang for that thang she got the way she make it tick the way she make it pop i make it rain for her so she don't stop i ain't got to move i can sit and watch in the fantasy it's plain to see just how it be her and me backstroking sweat soaking all into my satin sheets when she ready to ride i'm ready to roll i'll be in this bitch 'til the club close watching her do her thing on all fours now that that there should be against the law from side to side left to right break it down down down know i like when you're hype and you throw it all around different style different mood damn i like the way you move girl you got me thinking 'bout all the things i'll do to you let's get it poppin' shawty we could switch positions from the couch to the counters in my kitchen (let me talk to you)  baby you're so new age you're like my new craze let's get together maybe we can start a new phase this smoke's got the club all hazy spotlights don't do you justice baby why don't you come over here? you got me saying ayo! i'm tired of using technology why don't you sit down on top of me? ayo! i'm tired of using technology i need you right in front of me ooh she wants it uh uh she wants it ooh she wants it so i gotta give it to her ooh she wants it uh uh she wants it ooh she wants it so i gotta give it to her  your hips your thighs they got me hypnotized let me tell you your hips your thighs they got me hypnotized let me tell you your hips your thighs they got me hypnotized let me tell you your hips your thighs they got me hypnotized let me tell you girl
major distribution, 50 cent, i'm trying to move 1 brick 2 brick 3 bricks four more i'm trying to move 5 bricks 10 bricks 20 bricks raw i smoke one ounce staring at the caddy on the showroom floor now i'm trying to move 5 pounds 10 pounds 20 pounds more boy  run tell the bloods i’m crippin' go tell the crips i’m blood nigga i be trippin' bitch i don't give a fuck i put the k on niggas i spray on niggas come through 2012 xj on niggas i'm an apex predator nigga i'm stronger shooters on deck i break bread and they on ya niggas said i fell off oh you heard i fell off? why the fuck would you be repeating that? nigga i'm a rap tycoon make a 100 mill by june now who the fuck said i can't rap jay? i'm in a dope fiend's dream i got it for 'em raw i got that morphine memories i've been breaking the law i was born a burner in the stroller with the llama i'm violent i kill a nigga put that on my mama nah nah don't tell me nothing about none of these niggas i smoke all these niggas for this bread  i'm trying to move 1 brick 2 brick 3 bricks four more i'm trying to move 5 bricks 10 bricks 20 bricks raw i smoke one ounce staring at the caddy on the showroom floor now i'm trying to move 5 pounds 10 pounds 20 pounds more boy  i give a fuck about a fed as i jump up outta bed 5 pounds 10 pounds 20 pounds yeah i'm trying to put this shit away on the low i need a hit a day think you better get away from my oh my i got a birdie that'll fly from cali to kingston back to ny snoop's smash the kush from 5 to 9 come by and get you some pounds and now you flying high run with the metal with my foot to the pedal g's with the trees and the c's on my level 5-0 you know i go hard these fools call me bogart head nigga in charge these niggas soft as debarge but i ain't tripping i'm just flipping my cheese cause if you really want the bomb come and fuck with your g's i got it always kill always will had that sit that my nigga get that you hear that?  i'm trying to move 1 brick 2 brick 3 bricks four more i'm trying to move 5 bricks 10 bricks 20 bricks raw i smoke one ounce staring at the caddy on the showroom floor now i'm trying to move 5 pounds 10 pounds 20 pounds more boy  5 am in the kitchen nigga i'm coughing bag full of white 8 balls i'm going golfing now homie got killed last night bought him a coffin retaliated the same night made him a dolphin guess that's the life of a yay' flipper choppers making your ass get naked just like a stripper got cameras for the jackers home invaders man them niggas coming all black like they raiders fans all i saw growing up was kilos and gangbanging then the homie taught me to whip gamechanging now i'm breaking down birds on the coffee table yeah and half them bitches sold 'fore they off the table gotta look nigga wantin' my half i’m gonna split it the type of nigga work that visit like it's a skillet less soda more water stretching like it's elastic weigh it up in 250's wrap it up in plastic yeah  i'm trying to move 1 brick 2 brick 3 bricks four more i'm trying to move 5 bricks 10 bricks 20 bricks raw i smoke one ounce staring at the caddy on the showroom floor now i'm trying to move 5 pounds 10 pounds 20 pounds more boy  yeah you know what it is. it's your cripping cousin 5-o. anytime you need that mothafuckin' smoke you know i got it cuz. you need 5 pounds 10 pounds 20 pounds? whatever you need you know i got it. and if them niggas out there in the ny need it give 'em my connect so i can hook them niggas up with that. ooh wee ooh wee! we tryna move this shit cuz. for real though. i got too much of this shit homie. yeah i'm bob marley reincarnated. jah! rastafari!
